 0.0000000000000E+00  2.3569493713060E-01 -2.8869985159574E-02  2.3745647902745E-01
 5.6228775510204E+00  9.3416944574530E-02  2.2776985369312E-01  2.4618251722051E-01
 1.1245755102041E+01 -2.0216806632627E-01  1.5578840584715E-01  2.5522921940580E-01
 1.6868632653061E+01 -2.1114346185325E-01 -1.5948676319505E-01  2.6460836932684E-01
 2.2491510204082E+01  1.0164885358979E-01 -2.5480513654154E-01  2.7433218375552E-01
 2.8114387755102E+01  2.8262344423420E-01  3.1857968290773E-02  2.8441332840502E-01
 3.3737265306122E+01  4.5545966743032E-02  2.9132609644240E-01  2.9486493442748E-01
 3.9360142857143E+01 -2.7882962741306E-01  1.2532719259902E-01  3.0570061551796E-01
 4.4983020408163E+01 -2.0167976796997E-01 -2.4448464038421E-01  3.1693448564682E-01
 5.0605897959184E+01  1.8923184939486E-01 -2.6862035914096E-01  3.2858117744390E-01
 5.6228775510204E+01  3.2042373391105E-01  1.1565053634125E-01  3.4065586125813E-01
 6.1851653061224E+01 -2.7887736508157E-02  3.5207149210431E-01  3.5317426491763E-01
 6.7474530612245E+01 -3.5968136701259E-01  6.8535463123277E-02  3.6615269421591E-01
 7.3097408163265E+01 -1.6703518213743E-01 -3.4088344445658E-01  3.7960805415094E-01
 7.8720285714286E+01  2.9511110869133E-01 -2.6037901472560E-01  3.9355787094466E-01
 8.4343163265306E+01  3.4117994584721E-01  2.2377851080854E-01  4.0802031487169E-01
 8.9966040816327E+01 -1.3032275550881E-01  4.0243883142794E-01  4.2301422392692E-01
 9.5588918367347E+01 -4.3809838950932E-01 -2.0097516757115E-02  4.3855912836294E-01
 1.0121179591837E+02 -9.9885058477502E-02 -4.4356801261578E-01  4.5467527612898E-01
 1.0683467346939E+02  4.1617785464059E-01 -2.2135615534663E-01  4.7138365924487E-01
 1.1245755102041E+02  3.3531642439068E-01  3.5552284059477E-01  4.8870604114409E-01
 1.1808042857143E+02 -2.6366255840987E-01  4.3265628660599E-01  5.0666498502159E-01
 1.2370330612245E+02 -5.0483093365873E-01 -1.4515125351012E-01  5.2528388322345E-01
 1.2932618367347E+02  6.8829602750053E-03 -5.4454348958364E-01  5.4458698771645E-01
 1.3494906122449E+02  5.4638570529254E-01 -1.4225045024309E-01  5.6459944167737E-01
 1.4057193877551E+02  2.9187666124871E-01  5.0738495303717E-01  5.8534731224310E-01
 1.4619481632653E+02 -4.2740948121403E-01  4.3081006457472E-01  6.0685762446435E-01
 1.5181769387755E+02 -5.4782984880954E-01 -3.0939092528466E-01  6.2915839650694E-01
 1.5744057142857E+02  1.5933370800439E-01 -6.3251896481399E-01  6.5227867614677E-01
 1.6306344897959E+02  6.7610559970878E-01 -1.3905326638880E-02  6.7624857860590E-01
 1.6868632653061E+02  1.9906771470358E-01  6.7224423357171E-01  7.0109932577896E-01
 1.7430920408163E+02 -6.1767317483210E-01  3.8315804433365E-01  7.2686328690116E-01
 1.7993208163265E+02 -5.5228865325178E-01 -5.1269001178031E-01  7.5357402071062E-01
 1.8555495918367E+02  3.6139569134948E-01 -6.9265447066209E-01  7.8126631916022E-01
 1.9117783673469E+02  7.9157462781674E-01  1.7167160100769E-01  8.0997625273569E-01
 1.9680071428571E+02  4.5128611031723E-02  8.3852771017565E-01  8.3974121743908E-01
 2.0242359183673E+02 -8.2610252770037E-01  2.7477071349596E-01  8.7059998349875E-01
 2.0804646938776E+02 -5.0099190849612E-01 -7.5078676900797E-01  9.0259274586936E-01
 2.1366934693878E+02  6.1352225375334E-01 -7.0656876789041E-01  9.3576117658767E-01
 2.1929222448980E+02  8.7453715138982E-01  4.1996766809645E-01  9.7014847905224E-01
 2.2491510204082E+02 -1.8042718335901E-01  9.8948398352625E-01  1.0057994442978E+00
 2.3053797959184E+02 -1.0388193800348E+00  9.0574695686414E-02  1.0427605093378E+00
 2.3616085714286E+02 -3.7506664342578E-01 -1.0139322389196E+00  1.0810798176505E+00
 2.4178373469388E+02  9.1113390056916E-01 -6.5272044426938E-01  1.1208072818882E+00
 2.4740661224490E+02  9.0219927586089E-01  7.3230323684018E-01  1.1619946488907E+00
 2.5302948979592E+02 -4.8516243822185E-01  1.1026825553621E+00  1.2046955670879E+00
 2.5865236734694E+02 -1.2354661950688E+00 -1.8313517318576E-01  1.2489656563795E+00
 2.6427524489796E+02 -1.5523349962881E-01 -1.2855238866646E+00  1.2948625805823E+00
 2.6989812244898E+02  1.2429093954354E+00 -5.0728475894815E-01  1.3424461225400E+00
 2.7552100000000E+02  8.4763761227318E-01  1.1038827876256E+00  1.3917782619930E+00
