 0.0000000000000E+00  2.3181424059429E-01 -6.4182155740528E-03  1.1524920907564E+00  0.0000000000000E+00  1.0000000000000E+00  0.0000000000000E+00  1.1524920907564E+00  1.5292622983458E+00
 5.6228775510204E+00  2.3181424059429E-01 -6.4182155740505E-03  1.1524920907564E+00  2.3568227352076E-15  2.7386769344282E-01  9.9992139333867E-01  1.2387518668679E+00  1.7051648864658E+00
 1.1245755102041E+01  2.3181424059429E-01 -6.4182155740503E-03  1.1524920907564E+00  1.6552746261535E-15 -9.2483927934465E-01  5.4769233123557E-01  1.3314678686094E+00  1.9333159861401E+00
 1.6868632653061E+01  2.3181424059429E-01 -6.4182155740499E-03  1.1524920907564E+00  4.0637165149900E-16 -8.0093287920939E-01 -7.7477134534483E-01  1.4311233206225E+00  2.2372990127965E+00
 2.2491510204082E+01  2.3181424059429E-01 -6.4182155740487E-03  1.1524920907564E+00  1.4564804220176E-15  5.5536080292449E-01 -1.0130547618450E+00  1.5382376151282E+00  2.6574287913916E+00
 2.8114387755102E+01  2.3181424059429E-01 -6.4182155740493E-03  1.1524920907564E+00  8.5197567892569E-16  1.1650705111179E+00  2.7787417690820E-01  1.6533690189369E+00  3.2686879622032E+00
 3.3737265306122E+01  2.3181424059429E-01 -6.4182155740490E-03  1.1524920907564E+00  3.6770808496309E-16  4.1222839431196E-02  1.2410796887119E+00  1.7771175830676E+00  4.2281824511301E+00
 3.9360142857143E+01  2.3181424059429E-01 -6.4182155740485E-03  1.1524920907564E+00  5.6882790533149E-16 -1.2296925276289E+00  3.8111123076766E-01  1.9101282701418E+00  5.9310071523515E+00
 4.4983020408163E+01  2.3181424059429E-01 -6.4182155740486E-03  1.1524920907564E+00  6.7396649610998E-16 -7.1785432907179E-01 -1.1252218118894E+00  2.0530943158510E+00  9.7522444104095E+00
 5.0605897959184E+01  2.3181424059429E-01 -6.4182155740486E-03  1.1524920907564E+00  5.0631519026985E-16  9.2853625262864E-01 -1.0259598031733E+00  2.2067608420176E+00  2.7051595904694E+01
 5.6228775510204E+01  2.3181424059429E-01 -6.4182155740492E-03  1.1524920907564E+00  6.1083808781240E-16  1.2801752376839E+00  6.4748601863378E-01  2.3719287400802E+00  2.5163577600624E+01
 6.1851653061224E+01  2.3181424059429E-01 -6.4182155740485E-03  1.1524920907564E+00  7.1179486778117E-16 -2.9683648237249E-01  1.4574001098423E+00  2.5494588452432E+00  1.5520789072957E+01
 6.7474530612245E+01  2.3181424059429E-01 -6.4182155740490E-03  1.1524920907564E+00  5.9718985850037E-16 -1.5385794712424E+00  1.0232165745814E-01  2.7402764230469E+00  8.6572114114692E+00
 7.3097408163265E+01  2.3181424059429E-01 -6.4182155740489E-03  1.1524920907564E+00  3.5678284744811E-16 -5.2368082526187E-01 -1.5104359323297E+00  2.9453759917393E+00  6.2423481062817E+00
 7.8720285714286E+01  2.3181424059429E-01 -6.4182155740490E-03  1.1524920907564E+00  3.4129057307136E-16  1.3668979422892E+00 -9.3729926534085E-01  3.1658265055860E+00  5.0294411720054E+00
 8.4343163265306E+01  2.3181424059429E-01 -6.4182155740491E-03  1.1524920907564E+00  1.6355905048391E-16  1.3115747740014E+00  1.1100945071410E+00  3.4027769261310E+00  4.3248443268995E+00
 8.9966040816327E+01  2.3181424059429E-01 -6.4182155740489E-03  1.1524920907564E+00  3.3849969730044E-16 -7.5080928818450E-01  1.6154906976615E+00  3.6574622104462E+00  3.8891635614548E+00
 9.5588918367347E+01  2.3181424059429E-01 -6.4182155740487E-03  1.1524920907564E+00  2.9599841782092E-16 -1.8209861173018E+00 -3.0831955842619E-01  3.9312097475786E+00  3.6191069869162E+00
 1.0121179591837E+02  2.3181424059429E-01 -6.4182155740488E-03  1.1524920907564E+00  1.8872253268073E-16 -1.9041394528175E-01 -1.9052817419723E+00  4.2254462767427E+00  3.4649204246379E+00
 1.0683467346939E+02  2.3181424059429E-01 -6.4182155740492E-03  1.1524920907564E+00  5.1122247298532E-16  1.8529837461420E+00 -7.1219409350987E-01  4.5417053233133E+00  5.3750753078609E+00
 1.1245755102041E+02  2.3181424059429E-01 -6.4182155740494E-03  1.1524920907564E+00  4.1449146882755E-16  1.2196104948529E+00  1.6577911356030E+00  4.8816351913753E+00  1.3775329948249E+00
 1.1808042857143E+02  2.3181424059429E-01 -6.4182155740489E-03  1.1524920907564E+00  5.4050727115261E-16 -1.3236489090527E+00  1.6735300598612E+00  5.2470075544857E+00  8.7545087135762E-01
 1.2370330612245E+02  2.3181424059429E-01 -6.4182155740492E-03  1.1524920907564E+00  8.2370243902635E-16 -2.0359031829009E+00 -8.6521904402975E-01  5.6397266894240E+00  8.8494219772238E-01
 1.2932618367347E+02  2.3181424059429E-01 -6.4182155740491E-03  1.1524920907564E+00  1.1934075949010E-15  3.0758292327544E-01 -2.2726986912601E+00  6.0618394010524E+00  9.0016388269766E-01
 1.3494906122449E+02  2.3181424059429E-01 -6.4182155740491E-03  1.1524920907564E+00  1.9679082142062E-16  2.3567570677436E+00 -3.1486000325713E-01  6.5155456900172E+00  9.2154615513677E-01
 1.4057193877551E+02  2.3181424059429E-01 -6.4182155740492E-03  1.1524920907564E+00  7.3754878338959E-17  9.6027487531145E-01  2.2703418280895E+00  7.0032102188870E+00  9.4971694781486E-01
 1.4619481632653E+02  2.3181424059429E-01 -6.4182155740492E-03  1.1524920907564E+00  6.4134960396239E-17 -2.0071750989256E+00  1.5819726710951E+00  7.5273746364893E+00  9.8554620421894E-01
 1.5181769387755E+02  2.3181424059429E-01 -6.4182155740490E-03  1.1524920907564E+00  5.0066457900948E-16 -2.1315487321837E+00 -1.5737661150700E+00  8.0907708246787E+00  1.0302117280486E+00
 1.5744057142857E+02  2.3181424059429E-01 -6.4182155740489E-03  1.1524920907564E+00  9.9730418545063E-17  9.8988007182589E-01 -2.5623848742070E+00  8.6963351365759E+00  1.0852962748841E+00
 1.6306344897959E+02  2.3181424059429E-01 -6.4182155740495E-03  1.1524920907564E+00  9.3174793205663E-16  2.8332796257429E+00  2.8804782544650E-01  9.3472237004869E+00  1.1529317391750E+00
 1.6868632653061E+02  2.3181424059429E-01 -6.4182155740490E-03  1.1524920907564E+00  7.6082124877526E-16  4.8791857301206E-01  2.9119439046472E+00  1.0046828869264E+01  1.2360169112890E+00
 1.7430920408163E+02  2.3181424059429E-01 -6.4182155740493E-03  1.1524920907564E+00  3.5005007878004E-16 -2.7780898722801E+00  1.2853675799626E+00  1.0798796900840E+01  1.3385543906968E+00
 1.7993208163265E+02  2.3181424059429E-01 -6.4182155740488E-03  1.1524920907564E+00  5.8192684080013E-16 -2.0460956070067E+00 -2.4258508415598E+00  1.1607046962086E+01  1.4661882037818E+00
