 50
 0.0000000000000E+00  2.3175412079292E-01 -6.4144009819904E-03  1.4654287495679E+00  0.0000000000000E+00  1.0000000000000E+00  0.0000000000000E+00  1.4654287495679E+00
 5.6228775510204E+00  2.3175412079292E-01 -6.4144009819904E-03  1.4654287495679E+00  4.6016818807912E-15  2.7419981612648E-01  9.9980731117081E-01  1.5750431111202E+00
 1.1245755102041E+01  2.3175412079292E-01 -6.4144009819914E-03  1.4654287495680E+00  1.0683066171618E-15 -9.2442912030681E-01  5.4829396176991E-01  1.6928566486898E+00
 1.6868632653061E+01  2.3175412079291E-01 -6.4144009819918E-03  1.4654287495680E+00  1.8659625436457E-15 -8.0166660645848E-01 -7.7390888964137E-01  1.8194826622713E+00
 2.2491510204082E+01  2.3175412079291E-01 -6.4144009819920E-03  1.4654287495680E+00  3.1727265304639E-16  5.5394292995785E-01 -1.0137178094970E+00  1.9555803268211E+00
 2.8114387755102E+01  2.3175412079291E-01 -6.4144009819926E-03  1.4654287495680E+00  7.4638370593672E-16  1.1654135269382E+00  2.7587495437499E-01  2.1018581237129E+00
 3.3737265306122E+01  2.3175412079291E-01 -6.4144009819928E-03  1.4654287495680E+00  1.7572466852701E-16  4.3734378444778E-02  1.2408338265337E+00  2.2590775288681E+00
 3.9360142857143E+01  2.3175412079291E-01 -6.4144009819923E-03  1.4654287495680E+00  4.6744785644857E-16 -1.2286027731885E+00  3.8396235839770E-01  2.4280569767580E+00
 4.4983020408163E+01  2.3175412079291E-01 -6.4144009819920E-03  1.4654287495680E+00  3.4509829120079E-16 -7.2077102764122E-01 -1.1230836270864E+00  2.6096761209152E+00
 5.0605897959184E+01  2.3175412079291E-01 -6.4144009819920E-03  1.4654287495680E+00  6.3645570633898E-16  9.2523193816872E-01 -1.0285814671576E+00  2.8048804131311E+00
 5.6228775510204E+01  2.3175412079291E-01 -6.4144009819914E-03  1.4654287495680E+00  7.2141989365253E-16  1.2820816983192E+00  6.4301680714407E-01  3.0146860251791E+00
 6.1851653061224E+01  2.3175412079291E-01 -6.4144009819921E-03  1.4654287495680E+00  1.1634025442207E-15 -2.9134633905005E-01  1.4581497457830E+00  3.2401851386829E+00
 6.7474530612245E+01  2.3175412079291E-01 -6.4144009819917E-03  1.4654287495680E+00  3.7262808124507E-16 -1.5377558892123E+00  1.0853419231352E-01  3.4825516306687E+00
 7.3097408163265E+01  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  1.4404141101544E-16 -5.3016566105657E-01 -1.5076995252547E+00  3.7430471843973E+00
 7.8720285714286E+01  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  1.0378829369486E-16  1.3620376816201E+00 -9.4347443665492E-01  4.0230278572882E+00
 8.4343163265306E+01  2.3175412079291E-01 -6.4144009819912E-03  1.4654287495680E+00  4.7774536447438E-16  1.3167631215280E+00  1.1030747151230E+00  4.3239511401252E+00
 8.9966040816327E+01  2.3175412079291E-01 -6.4144009819914E-03  1.4654287495680E+00  2.3764511553138E-16 -7.4180595914253E-01  1.6189722800443E+00  4.6473835442920E+00
 9.5588918367347E+01  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  1.0911611550243E-15 -1.8220633797696E+00 -2.9774111991871E-01  4.9950087565354E+00
 1.0121179591837E+02  2.3175412079291E-01 -6.4144009819914E-03  1.4654287495680E+00  1.0099817892565E-15 -2.0192569517277E-01 -1.9033528488452E+00  5.3686364037049E+00
 1.0683467346939E+02  2.3175412079291E-01 -6.4144009819918E-03  1.4654287495680E+00  5.2720261474927E-16  1.8476181055257E+00 -7.2378578752423E-01  5.7702114730980E+00
 1.1245755102041E+02  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  2.2772486935317E-16  1.2302628668954E+00  1.6488001603020E+00  6.2018244374483E+00
 1.1808042857143E+02  2.3175412079291E-01 -6.4144009819915E-03  1.4654287495680E+00  1.7693064996453E-16 -1.3111446030395E+00  1.6821265097682E+00  6.6657221372652E+00
 1.2370330612245E+02  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  1.5482652333408E-16 -2.0413179918491E+00 -8.4965318044112E-01  7.1643194771745E+00
 1.2932618367347E+02  2.3175412079291E-01 -6.4144009819914E-03  1.4654287495680E+00  2.9295952745802E-16  2.8976044374379E-01 -2.2738993985236E+00  7.7002119971476E+00
 1.3494906122449E+02  2.3175412079291E-01 -6.4144009819913E-03  1.4654287495680E+00  7.7873728695648E-17  2.3529135039060E+00 -3.3379818682221E-01  8.2761893840613E+00
 1.4057193877551E+02  2.3175412079291E-01 -6.4144009819917E-03  1.4654287495680E+00  6.8979090582887E-16  9.7890231777304E-01  2.2609327223078E+00  8.8952499939251E+00
 1.4619481632653E+02  2.3175412079291E-01 -6.4144009819916E-03  1.4654287495680E+00  9.4621587672755E-16 -1.9920822302894E+00  1.5986610309627E+00  9.5606164603735E+00
 1.5181769387755E+02  2.3175412079291E-01 -6.4144009819917E-03  1.4654287495680E+00  5.2258940825007E-16 -2.1445815680947E+00 -1.5533458175582E+00  1.0275752470677E+01
 1.5744057142857E+02  2.3175412079291E-01 -6.4144009819920E-03  1.4654287495680E+00  2.6942192781618E-16  9.6500263353145E-01 -2.5700954687386E+00  1.1044380796602E+01
