 0.0000000E+00  1.0000000E+00  1.0000000E+00
 5.0297976E-01  1.0000000E+00  1.0000000E+00
 1.0119191E+00  1.0000000E+00  1.0000000E+00
 1.5268179E+00  1.0000000E+00  1.0000000E+00
 2.0476762E+00  1.0000000E+00  1.0000000E+00
 2.5744941E+00  1.0000000E+00  1.0000000E+00
 3.1072715E+00  1.0000000E+00  1.0000000E+00
 3.6460085E+00  1.0000000E+00  1.0000000E+00
 4.1907049E+00  1.0000000E+00  1.0000000E+00
 4.7413609E+00  1.0000000E+00  1.0000000E+00
 5.2979764E+00  1.0000000E+00  1.0000000E+00
 5.8605515E+00  1.0000000E+00  1.0000000E+00
 6.4290861E+00  1.0000000E+00  1.0000000E+00
 7.0035802E+00  1.0000000E+00  1.0000000E+00
 7.5840338E+00  1.0000000E+00  1.0000000E+00
 8.1704470E+00  1.0000000E+00  1.0000000E+00
 8.7628197E+00  1.0000000E+00  1.0000000E+00
 9.3611519E+00  1.0000000E+00  1.0000000E+00
 9.9654436E+00  1.0000000E+00  1.0000000E+00
 1.0575695E+01  1.0000000E+00  1.0000000E+00
 1.1191906E+01  1.0000000E+00  1.0000000E+00
 1.1814076E+01  1.0000000E+00  1.0000000E+00
 1.2442206E+01  1.0000000E+00  1.0000000E+00
 1.3076295E+01  1.0000000E+00  1.0000000E+00
 1.3716344E+01  1.0000000E+00  1.0000000E+00
 1.4362353E+01  1.0000000E+00  1.0000000E+00
 1.5014321E+01  1.0000000E+00  1.0000000E+00
 1.5672248E+01  1.0000000E+00  1.0000000E+00
 1.6336135E+01  1.0000000E+00  1.0000000E+00
 1.7005982E+01  1.0000000E+00  1.0000000E+00
 1.7681788E+01  1.0000000E+00  1.0000000E+00
 1.8363553E+01  1.0000000E+00  1.0000000E+00
 1.9051279E+01  1.0000000E+00  1.0000000E+00
 1.9744963E+01  1.0000000E+00  1.0000000E+00
 2.0443408E+01  1.0000000E+00  1.0000000E+00
 2.1142251E+01  1.0000000E+00  1.0000000E+00
 2.1841093E+01  1.0000000E+00  1.0000000E+00
 2.2539936E+01  1.0000000E+00  1.0000000E+00
 2.3238779E+01  1.0000000E+00  1.0000000E+00
 2.3937622E+01  1.0000000E+00  1.0000000E+00
 2.4636464E+01  1.0000000E+00  1.0000000E+00
 2.5335307E+01  1.0000000E+00  1.0000000E+00
 2.6034150E+01  1.0000000E+00  1.0000000E+00
 2.6732992E+01  1.0000000E+00  1.0000000E+00
 2.7431835E+01  1.0000000E+00  1.0000000E+00
 2.8130678E+01  1.0000000E+00  1.0000000E+00
 2.8829521E+01  1.0000000E+00  1.0000000E+00
 2.9528363E+01  1.0000000E+00  1.0000000E+00
 3.0227206E+01  1.0000000E+00  1.0000000E+00
 3.0926049E+01  1.0000000E+00  1.0000000E+00
 3.1624891E+01  1.0000000E+00  1.0000000E+00
 3.2323734E+01  1.0000000E+00  1.0000000E+00
 3.3022577E+01  1.0000000E+00  1.0000000E+00
 3.3721420E+01  1.0000000E+00  1.0000000E+00
 3.4420262E+01  1.0000000E+00  1.0000000E+00
 3.5119105E+01  1.0000000E+00  1.0000000E+00
 3.5817948E+01  1.0000000E+00  1.0000000E+00
 3.6516790E+01  1.0000000E+00  1.0000000E+00
 3.7215633E+01  1.0000000E+00  1.0000000E+00
 3.7914476E+01  1.0000000E+00  1.0000000E+00
 3.8613319E+01  1.0000000E+00  1.0000000E+00
 3.9312161E+01  1.0000000E+00  1.0000000E+00
 4.0011004E+01  1.0000000E+00  1.0000000E+00
 4.0709847E+01  1.0000000E+00  1.0000000E+00
 4.1408689E+01  1.0000000E+00  1.0000000E+00
 4.2107532E+01  1.0000000E+00  1.0000000E+00
 4.2806375E+01  1.0000000E+00  1.0000000E+00
 4.3505218E+01  1.0000000E+00  1.0000000E+00
 4.4204060E+01  1.0000000E+00  1.0000000E+00
 4.4902903E+01  1.0000000E+00  1.0000000E+00
 4.5601746E+01  1.0000000E+00  1.0000000E+00
 4.6300589E+01  1.0000000E+00  1.0000000E+00
 4.6999431E+01  1.0000000E+00  1.0000000E+00
 4.7698274E+01  1.0000000E+00  1.0000000E+00
 4.8397117E+01  1.0000000E+00  1.0000000E+00
 4.9095959E+01  1.0000000E+00  1.0000000E+00
 4.9794802E+01  1.0000000E+00  1.0000000E+00
 5.0493645E+01  1.0000000E+00  1.0000000E+00
 5.1192488E+01  1.0000000E+00  1.0000000E+00
 5.1891330E+01  1.0000000E+00  1.0000000E+00
 5.2590173E+01  1.0000000E+00  1.0000000E+00
 5.3289016E+01  1.0000000E+00  1.0000000E+00
