 2.7552100000000E+02 -2.3181420315080E-01  6.4184166124595E-03  7.4092457338679E-01  0.0000000000000E+00  1.0000000000000E+00  0.0000000000000E+00  7.4092457338679E-01
 2.6989812244898E+02 -2.3181420315080E-01  6.4184166124603E-03  7.4092457338679E-01  1.5331257260969E-15  2.7386821355081E-01  9.9992246600457E-01  7.9638184148300E-01
 2.6427524489796E+02 -2.3181420315080E-01  6.4184166124612E-03  7.4092457338680E-01  9.4046229373145E-16 -9.2484113962715E-01  5.4769395890797E-01  8.5599001602120E-01
 2.5865236734694E+02 -2.3181420315080E-01  6.4184166124611E-03  7.4092457338680E-01  2.4710790903172E-16 -8.0093608473504E-01 -7.7477346689977E-01  9.2005978710354E-01
 2.5302948979592E+02 -2.3181420315080E-01  6.4184166124612E-03  7.4092457338680E-01  2.9772107859839E-16  5.5536246092258E-01 -1.0130598102467E+00  9.8892509959374E-01
 2.4740661224490E+02 -2.3181420315080E-01  6.4184166124617E-03  7.4092457338680E-01  4.2603430408519E-16  1.1650773887181E+00  2.7787452099969E-01  1.0629448937066E+00
 2.4178373469388E+02 -2.3181420315080E-01  6.4184166124614E-03  7.4092457338680E-01  4.9585326080559E-16  4.1224686818804E-02  1.2410880542706E+00  1.1425049758784E+00
 2.3616085714286E+02 -2.3181420315080E-01  6.4184166124616E-03  7.4092457338680E-01  7.0290411585680E-16 -1.2297016964218E+00  3.8111605878645E-01  1.2280200296699E+00
 2.3053797959184E+02 -2.3181420315080E-01  6.4184166124607E-03  7.4092457338680E-01  8.6771964054098E-16 -7.1786271613513E-01 -1.1252307785608E+00  1.3199357771819E+00
 2.2491510204082E+02 -2.3181420315080E-01  6.4184166124610E-03  7.4092457338680E-01  4.5397371446444E-16  9.2854375528006E-01 -1.0259720005274E+00  1.4187313022519E+00
 2.1929222448980E+02 -2.3181420315080E-01  6.4184166124610E-03  7.4092457338680E-01  1.5245826341913E-16  1.2801910722813E+00  6.4749064263520E-01  1.5249215475367E+00
 2.1366934693878E+02 -2.3181420315080E-01  6.4184166124613E-03  7.4092457338680E-01  2.9207265122560E-16 -2.9683679812931E-01  1.4574189195419E+00  1.6390599985005E+00
 2.0804646938776E+02 -2.3181420315080E-01  6.4184166124614E-03  7.4092457338680E-01  3.7423296307141E-16 -1.5386000836499E+00  1.0232693270372E-01  1.7617415682953E+00
 2.0242359183673E+02 -2.3181420315080E-01  6.4184166124615E-03  7.4092457338680E-01  1.9869134483433E-16 -5.2369265516611E-01 -1.5104566955804E+00  1.8936056985706E+00
 1.9680071428571E+02 -2.3181420315080E-01  6.4184166124611E-03  7.4092457338680E-01  4.9493542225021E-16  1.3669168119178E+00 -9.3731812804662E-01  2.0353396923753E+00
 1.9117783673469E+02 -2.3181420315080E-01  6.4184166124613E-03  7.4092457338680E-01  3.2566267002928E-16  1.3116005193797E+00  1.1101091881391E+00  2.1876822965232E+00
 1.8555495918367E+02 -2.3181420315080E-01  6.4184166124613E-03  7.4092457338680E-01  7.6518368624554E-17 -7.5081742580355E-01  1.6155224459530E+00  2.3514275520936E+00
 1.7993208163265E+02 -2.3181420315080E-01  6.4184166124613E-03  7.4092457338680E-01  1.7337971800248E-16 -1.8210222151507E+00 -3.0831896570432E-01  2.5274289331373E+00
 1.7430920408163E+02 -2.3181420315080E-01  6.4184166124615E-03  7.4092457338680E-01  2.9889330607625E-16 -1.9042504039660E-01 -1.9053197883638E+00  2.7166037951593E+00
 1.6868632653061E+02 -2.3181420315080E-01  6.4184166124619E-03  7.4092457338681E-01  4.4296147644087E-16  1.8530206956793E+00 -7.1221680266458E-01  2.9199381565650E+00
 1.6306344897959E+02 -2.3181420315080E-01  6.4184166124617E-03  7.4092457338680E-01  4.7905766775440E-16  1.2196450492486E+00  1.6578234801746E+00  3.1384918379914E+00
 1.5744057142857E+02 -2.3181420315080E-01  6.4184166124617E-03  7.4092457338680E-01  3.9605405848640E-16 -1.3236729316927E+00  1.6735756401930E+00  3.3734039863113E+00
 1.5181769387755E+02 -2.3181420315080E-01  6.4184166124618E-03  7.4092457338681E-01  2.4779197070794E-16 -2.0359578223152E+00 -8.6523113121984E-01  3.6258990121013E+00
 1.4619481632653E+02 -2.3181420315080E-01  6.4184166124614E-03  7.4092457338680E-01  4.4011595565193E-16  3.0757991473104E-01 -2.2727592705864E+00  3.8972929715225E+00
 1.4057193877551E+02 -2.3181420315080E-01  6.4184166124619E-03  7.4092457338681E-01  5.1476646708436E-16  2.3568194162510E+00 -3.1488045443518E-01  4.1890004258768E+00
 1.3494906122449E+02 -2.3181420315080E-01  6.4184166124618E-03  7.4092457338681E-01  1.0245287797526E-16  9.6031396368600E-01  2.2704009350870E+00  4.5025418145922E+00
 1.2932618367347E+02 -2.3181420315080E-01  6.4184166124621E-03  7.4092457338681E-01  6.1362775402357E-16 -2.0072254321487E+00  1.5820301548439E+00  4.8395513800665E+00
