   10    64  0.0000000000000E+00  0.0000000000000E+00  5.8112829084672E+02
 3.3771056681399E+02  3.3925881962650E+02  3.4142691795059E+02  3.4405812362334E+02
 3.4671518765860E+02  3.4937225169385E+02  3.5202931572911E+02  3.5468637976437E+02
 3.5734344379962E+02  3.6000050783488E+02
   64  3.3771056681399E+02
 0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  1.0000000000000E+00
 0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00
 0.0000000000000E+00  1.2134956257652E-03  6.9339173281495E-04  6.2238790605554E-10  0.0000000000000E+00
 0.0000000000000E+00  4.8598042576750E-03  2.7768934766453E-03  9.9884997431438E-09  0.0000000000000E+00
 0.0000000000000E+00  1.0956449776219E-02  6.2605181355986E-03  5.0775259227626E-08  0.0000000000000E+00
 0.0000000000000E+00  1.9532835037547E-02  1.1161064426254E-02  1.6138327442233E-07  0.0000000000000E+00
 0.0000000000000E+00  3.0630539981632E-02  1.7502281348664E-02  3.9686466109417E-07  0.0000000000000E+00
 0.0000000000000E+00  4.4303746127476E-02  2.5315095316864E-02  8.3026067177610E-07  0.0000000000000E+00
 0.0000000000000E+00  6.0619794820640E-02  3.4637895728238E-02  1.5543882443717E-06  0.0000000000000E+00
 0.0000000000000E+00  7.9659889028125E-02  4.5516871820161E-02  2.6841260676602E-06  0.0000000000000E+00
 0.0000000000000E+00  1.0151995116565E-01  5.8006389123922E-02  4.3592618312659E-06  0.0000000000000E+00
 0.0000000000000E+00  1.2631165246940E-01  7.2169386922954E-02  6.7479719953796E-06  0.0000000000000E+00
 0.0000000000000E+00  1.5416363287784E-01  8.8077767905884E-02  1.0051015570158E-05  0.0000000000000E+00
 0.0000000000000E+00  1.8522293437556E-01  1.0581273631362E-01  1.4506735757768E-05  0.0000000000000E+00
 0.0000000000000E+00  2.1965667539691E-01  1.2546501861410E-01  2.0396943054210E-05  0.0000000000000E+00
 0.0000000000000E+00  2.5765399934730E-01  1.4713486943505E-01  2.8053740317058E-05  0.0000000000000E+00
 0.0000000000000E+00  2.9942833676086E-01  1.7093172057696E-01  3.7867305059236E-05  0.0000000000000E+00
 0.0000000000000E+00  3.4522002830748E-01  1.9697326739222E-01  5.0294544591376E-05  0.0000000000000E+00
 0.0000000000000E+00  3.9529936507288E-01  2.2538369886961E-01  6.5868373790342E-05  0.0000000000000E+00
 0.0000000000000E+00  4.4997011361895E-01  2.5629065730119E-01  8.5207082946360E-05  0.0000000000000E+00
 0.0000000000000E+00  5.0957360672842E-01  2.8982035256074E-01  1.0902279995370E-04  0.0000000000000E+00
 0.0000000000000E+00  5.7449349700374E-01  3.2609004895309E-01  1.3812732571399E-04  0.0000000000000E+00
 0.0000000000000E+00  6.4516129032258E-01  3.6519688907859E-01  1.7343251203155E-04  0.0000000000000E+00
 0.0000000000000E+00  7.2206280043514E-01  4.0720173861779E-01  2.1594072487441E-04  0.0000000000000E+00
 0.0000000000000E+00  8.0574569584327E-01  4.5210648369120E-01  2.6671866609545E-04  0.0000000000000E+00
 0.0000000000000E+00  8.9682834696002E-01  4.9982311029621E-01  3.2684488060152E-04  0.0000000000000E+00
 0.0000000000000E+00  9.9601022724332E-01  5.5013319785268E-01  3.9731793547629E-04  0.0000000000000E+00
 0.0000000000000E+00  1.1040841788897E+00  6.0263760185165E-01  4.7890946434455E-04  0.0000000000000E+00
 0.0000000000000E+00  1.2219509248095E+00  6.5669877353499E-01  5.7194630218335E-04  0.0000000000000E+00
 0.0000000000000E+00  1.3506362979409E+00  7.1138327372212E-01  6.7601325727305E-04  0.0000000000000E+00
 0.0000000000000E+00  1.4913117716510E+00  7.6542034899270E-01  7.8958990183447E-04  0.0000000000000E+00
 0.0000000000000E+00  1.6453190177622E+00  8.1720364508001E-01  9.0968000356653E-04  0.0000000000000E+00
 0.0000000000000E+00  1.8141994004940E+00  8.6487379565957E-01  1.0315652386377E-03  0.0000000000000E+00
 0.0000000000000E+00  1.9997295470214E+00  9.0652061079293E-01  1.1489005463844E-03  0.0000000000000E+00
 0.0000000000000E+00  2.2039644338840E+00  9.4051915073107E-01  1.2544090612574E-03  0.0000000000000E+00
 0.0000000000000E+00  2.4292898137085E+00  9.6594914630554E-01  1.3413189038041E-03  0.0000000000000E+00
 0.0000000000000E+00  2.6784863059733E+00  9.8295025243193E-01  1.4053044817370E-03  0.0000000000000E+00
 0.0000000000000E+00  2.9548081253617E+00  9.9279760735239E-01  1.4461232303402E-03  0.0000000000000E+00
 0.0000000000000E+00  3.2620802702989E+00  9.9754934522125E-01  1.4678223019974E-03  0.0000000000000E+00
 0.0000000000000E+00  3.6048191074170E+00  9.9936737595468E-01  1.4769720113698E-03  0.0000000000000E+00
 0.0000000000000E+00  3.9883827509977E+00  9.9988537827877E-01  1.4798466100234E-03  0.0000000000000E+00
 0.0000000000000E+00  4.4191595630774E+00  9.9998683714371E-01  1.4804678450465E-03  0.0000000000000E+00
 0.0000000000000E+00  4.9048056364975E+00  9.9999916267456E-01  1.4805511851653E-03  0.0000000000000E+00
 0.0000000000000E+00  5.4545454545455E+00  9.9999997533824E-01  1.4805572599797E-03  0.0000000000000E+00
 0.0000000000000E+00  6.0795542687962E+00  9.9999999973563E-01  1.4805574619244E-03  0.0000000000000E+00
 0.0000000000000E+00  6.7934463423832E+00  9.9999999999926E-01  1.4805574643460E-03  0.0000000000000E+00
 0.0000000000000E+00  7.6129002726496E+00  1.0000000000000E+00  1.4805574643536E-03  0.0000000000000E+00
 0.0000000000000E+00  8.5584611558500E+00  1.0000000000000E+00  1.4805574643536E-03  0.0000000000000E+00
 0.0000000000000E+00  9.6555688906727E+00  1.0000000000000E+00  1.4805574643536E-03  0.0000000000000E+00
 0.0000000000000E+00  1.0935870685435E+01  1.0000000000000E+00  1.4805574643536E-03  0.0000000000000E+00
 0.0000000000000E+00  1.2438879256439E+01  1.0000000000000E+00  1.4805574643536E-03  0.0000000000000E+00
